composition_id	base_id	candidate_source	candidate_group	candidate_band	is_mirror	mirror_model	assessor_source	assessor_model	path	filename	filename_original	ai_assessment_filename	ai_assessment_path	score_source_file	adequacao_ao_tema	adequacao_a_coletanea	adequacao_ao_tipo_de_texto	adequacao_a_norma_padrao	coesao	coerencia	pontuacao_total	score_sum_check	score_residual
46003_human_high	46003	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46003.txt		46003_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46003_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46003_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	2.0	3.0	4.0	20.0	20.0	0.0
46260_human_high	46260	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46260.txt		46260_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46260_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46260_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	4.0	5.0	4.0	23.0	23.0	0.0
46321_human_high	46321	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46321.txt		46321_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46321_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46321_avaliacao_gpt-5.6-sol.md	3.0	4.0	4.0	2.0	3.0	4.0	20.0	20.0	0.0
46479_human_high	46479	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46479.txt		46479_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46479_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46479_avaliacao_gpt-5.6-sol.md	4.0	4.5	5.0	5.0	5.0	4.0	27.5	27.5	0.0
46597_human_high	46597	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46597.txt		46597_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46597_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46597_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
46656_human_high	46656	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46656.txt		46656_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46656_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46656_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
46711_human_high	46711	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46711.txt		46711_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46711_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46711_avaliacao_gpt-5.6-sol.md	4.0	4.0	4.0	0.0	3.0	4.0	19.0	19.0	0.0
46771_human_high	46771	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46771.txt		46771_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46771_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46771_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	3.0	4.0	4.0	22.0	22.0	0.0
46998_human_high	46998	human	human_high	high	False		gpt_ai	gpt-5.6-sol		46998.txt		46998_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46998_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/46998_avaliacao_gpt-5.6-sol.md	4.0	4.5	4.0	2.0	3.0	3.0	20.5	20.5	0.0
47002_human_high	47002	human	human_high	high	False		gpt_ai	gpt-5.6-sol		47002.txt		47002_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/47002_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/47002_avaliacao_gpt-5.6-sol.md	3.0	4.0	4.0	0.0	3.0	4.0	18.0	18.0	0.0
47099_human_high	47099	human	human_high	high	False		gpt_ai	gpt-5.6-sol		47099.txt		47099_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/47099_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/maiores_notas/47099_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	2.0	3.0	3.0	18.0	18.0	0.0
32610_human_low	32610	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32610.txt		32610_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32610_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32610_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.5	0.0	2.0	3.0	13.5	13.5	0.0
32674_human_low	32674	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32674.txt		32674_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32674_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32674_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	2.0	12.0	12.0	0.0
32714_human_low	32714	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32714.txt		32714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32714_avaliacao_gpt-5.6-sol.md	3.5	2.5	3.0	1.0	2.0	3.0	15.0	15.0	0.0
32733_human_low	32733	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32733.txt		32733_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32733_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32733_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	3.0	3.0	14.0	14.0	0.0
32749_human_low	32749	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32749.txt		32749_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32749_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32749_avaliacao_gpt-5.6-sol.md	3.0	1.0	3.0	4.0	3.0	3.0	17.0	17.0	0.0
32755_human_low	32755	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32755.txt		32755_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32755_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32755_avaliacao_gpt-5.6-sol.md	2.0	1.0	2.0	0.0	1.0	2.0	8.0	8.0	0.0
32782_human_low	32782	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32782.txt		32782_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32782_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32782_avaliacao_gpt-5.6-sol.md	3.5	3.0	4.0	2.0	3.5	3.5	19.5	19.5	0.0
32792_human_low	32792	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32792.txt		32792_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32792_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32792_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	3.0	13.0	13.0	0.0
32860_human_low	32860	human	human_low	low	False		gpt_ai	gpt-5.6-sol		32860.txt		32860_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32860_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/32860_avaliacao_gpt-5.6-sol.md	4.0	3.0	3.0	1.0	2.0	2.0	15.0	15.0	0.0
33167_human_low	33167	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33167.txt		33167_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33167_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33167_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	0.0	3.0	2.0	16.0	16.0	0.0
33310_human_low	33310	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33310.txt		33310_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33310_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33310_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	4.0	4.0	5.0	22.0	22.0	0.0
33360_human_low	33360	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33360.txt		33360_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33360_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33360_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	0.0	2.0	3.0	16.0	16.0	0.0
33436_human_low	33436	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33436.txt		33436_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33436_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33436_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	0.0	3.0	4.0	18.0	18.0	0.0
33465_human_low	33465	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33465.txt		33465_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33465_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33465_avaliacao_gpt-5.6-sol.md	3.0	2.5	3.0	0.0	2.5	3.0	14.0	14.0	0.0
33497_human_low	33497	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33497.txt		33497_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33497_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33497_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	1.0	3.0	3.0	16.0	16.0	0.0
33645_human_low	33645	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33645.txt		33645_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33645_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33645_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	3.0	13.0	13.0	0.0
33787_human_low	33787	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33787.txt		33787_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33787_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33787_avaliacao_gpt-5.6-sol.md	1.0	1.0	2.0	1.0	3.0	1.0	9.0	9.0	0.0
33789_human_low	33789	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33789.txt		33789_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33789_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33789_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	2.0	12.0	12.0	0.0
33856_human_low	33856	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33856.txt		33856_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33856_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33856_avaliacao_gpt-5.6-sol.md	2.5	2.5	2.0	0.0	1.5	2.0	10.5	10.5	0.0
33862_human_low	33862	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33862.txt		33862_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33862_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33862_avaliacao_gpt-5.6-sol.md	4.0	3.0	3.0	0.0	2.0	3.0	15.0	15.0	0.0
33871_human_low	33871	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33871.txt		33871_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33871_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33871_avaliacao_gpt-5.6-sol.md	3.0	3.0	3.0	2.0	3.0	4.0	18.0	18.0	0.0
33948_human_low	33948	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33948.txt		33948_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33948_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33948_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	3.0	13.0	13.0	0.0
33964_human_low	33964	human	human_low	low	False		gpt_ai	gpt-5.6-sol		33964.txt		33964_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33964_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/33964_avaliacao_gpt-5.6-sol.md	3.0	3.0	3.0	0.0	3.0	2.0	14.0	14.0	0.0
34009_human_low	34009	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34009.txt		34009_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34009_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34009_avaliacao_gpt-5.6-sol.md	3.5	3.0	4.5	3.0	4.0	5.0	23.0	23.0	0.0
34025_human_low	34025	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34025.txt		34025_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34025_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34025_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	3.0	4.0	3.0	19.0	19.0	0.0
34046_human_low	34046	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34046.txt		34046_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34046_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34046_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	1.0	4.0	3.0	17.0	17.0	0.0
34185_human_low	34185	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34185.txt		34185_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34185_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34185_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	0.0	3.0	4.0	16.0	16.0	0.0
34210_human_low	34210	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34210.txt		34210_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34210_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34210_avaliacao_gpt-5.6-sol.md	4.0	3.0	3.5	0.0	2.0	4.0	16.5	16.5	0.0
34236_human_low	34236	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34236.txt		34236_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34236_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34236_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	1.5	2.5	4.0	19.0	19.0	0.0
34251_human_low	34251	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34251.txt		34251_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34251_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34251_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	0.0	2.0	3.0	14.0	14.0	0.0
34273_human_low	34273	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34273.txt		34273_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34273_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34273_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	0.0	2.0	3.0	14.0	14.0	0.0
34308_human_low	34308	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34308.txt		34308_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34308_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34308_avaliacao_gpt-5.6-sol.md	2.5	2.5	3.0	1.0	3.0	3.0	15.0	15.0	0.0
34356_human_low	34356	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34356.txt		34356_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34356_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34356_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.5	3.0	13.5	13.5	0.0
34362_human_low	34362	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34362.txt		34362_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34362_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34362_avaliacao_gpt-5.6-sol.md	2.0	1.0	2.0	0.0	0.0	1.0	6.0	6.0	0.0
34537_human_low	34537	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34537.txt		34537_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34537_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34537_avaliacao_gpt-5.6-sol.md	3.0	2.5	3.5	0.0	3.0	4.0	16.0	16.0	0.0
34613_human_low	34613	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34613.txt		34613_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34613_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34613_avaliacao_gpt-5.6-sol.md	3.5	3.0	3.0	0.0	2.0	3.0	14.5	14.5	0.0
34616_human_low	34616	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34616.txt		34616_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34616_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34616_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	1.0	2.0	3.0	14.0	14.0	0.0
34618_human_low	34618	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34618.txt		34618_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34618_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34618_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	2.0	12.0	12.0	0.0
34637_human_low	34637	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34637.txt		34637_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34637_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34637_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	2.0	2.0	12.0	12.0	0.0
34638_human_low	34638	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34638.txt		34638_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34638_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34638_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	0.0	2.0	3.0	14.0	14.0	0.0
34642_human_low	34642	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34642.txt		34642_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34642_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34642_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	2.0	3.0	4.0	17.0	17.0	0.0
34714_human_low	34714	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34714.txt		34714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34714_avaliacao_gpt-5.6-sol.md	2.0	1.0	2.0	0.0	1.0	2.0	8.0	8.0	0.0
34743_human_low	34743	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34743.txt		34743_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34743_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34743_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	3.0	3.0	14.0	14.0	0.0
34807_human_low	34807	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34807.txt		34807_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34807_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34807_avaliacao_gpt-5.6-sol.md	4.0	4.0	3.5	3.0	3.0	4.0	21.5	21.5	0.0
34823_human_low	34823	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34823.txt		34823_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34823_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34823_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	0.0	2.0	2.0	14.0	14.0	0.0
34895_human_low	34895	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34895.txt		34895_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34895_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34895_avaliacao_gpt-5.6-sol.md	4.0	3.0	4.0	2.0	4.0	4.0	21.0	21.0	0.0
34971_human_low	34971	human	human_low	low	False		gpt_ai	gpt-5.6-sol		34971.txt		34971_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34971_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/34971_avaliacao_gpt-5.6-sol.md	3.0	2.0	4.0	1.0	3.0	3.0	16.0	16.0	0.0
35019_human_low	35019	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35019.txt		35019_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35019_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35019_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	2.0	3.0	3.0	16.0	16.0	0.0
35028_human_low	35028	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35028.txt		35028_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35028_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35028_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	0.0	3.0	3.0	14.0	14.0	0.0
35056_human_low	35056	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35056.txt		35056_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35056_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35056_avaliacao_gpt-5.6-sol.md	3.5	3.0	2.0	4.0	2.0	3.0	17.5	17.5	0.0
35071_human_low	35071	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35071.txt		35071_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35071_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35071_avaliacao_gpt-5.6-sol.md	3.0	4.0	4.0	3.0	4.0	4.0	22.0	22.0	0.0
35072_human_low	35072	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35072.txt		35072_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35072_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35072_avaliacao_gpt-5.6-sol.md	4.0	3.0	3.0	3.0	3.0	4.0	20.0	20.0	0.0
35131_human_low	35131	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35131.txt		35131_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35131_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35131_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.0	2.0	4.0	3.0	17.0	17.0	0.0
35136_human_low	35136	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35136.txt		35136_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35136_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35136_avaliacao_gpt-5.6-sol.md	4.0	3.5	3.5	2.0	3.0	3.0	19.0	19.0	0.0
35163_human_low	35163	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35163.txt		35163_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35163_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35163_avaliacao_gpt-5.6-sol.md	4.0	4.0	3.5	2.0	3.0	2.5	19.0	19.0	0.0
35173_human_low	35173	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35173.txt		35173_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35173_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35173_avaliacao_gpt-5.6-sol.md	2.0	1.0	3.0	0.0	3.0	3.0	12.0	12.0	0.0
35198_human_low	35198	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35198.txt		35198_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35198_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35198_avaliacao_gpt-5.6-sol.md	2.0	1.5	3.0	1.0	2.0	2.0	11.5	11.5	0.0
35214_human_low	35214	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35214.txt		35214_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35214_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35214_avaliacao_gpt-5.6-sol.md	3.0	2.0	3.5	0.0	3.0	4.0	15.5	15.5	0.0
35217_human_low	35217	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35217.txt		35217_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35217_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35217_avaliacao_gpt-5.6-sol.md	1.5	1.0	3.0	2.0	3.0	3.0	13.5	13.5	0.0
35220_human_low	35220	human	human_low	low	False		gpt_ai	gpt-5.6-sol		35220.txt		35220_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35220_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas/35220_avaliacao_gpt-5.6-sol.md	3.0	3.0	4.0	2.0	3.0	4.0	19.0	19.0	0.0
