composition_id	base_id	candidate_band	candidate_group	adequacao_a_coletanea_gpt_ai	adequacao_a_coletanea_humano	adequacao_a_norma_padrao_gpt_ai	adequacao_a_norma_padrao_humano	adequacao_ao_tema_gpt_ai	adequacao_ao_tema_humano	adequacao_ao_tipo_de_texto_gpt_ai	adequacao_ao_tipo_de_texto_humano	coerencia_gpt_ai	coerencia_humano	coesao_gpt_ai	coesao_humano	pontuacao_total_gpt_ai	pontuacao_total_humano	total_diff_ai_minus_humano	total_abs_diff
37922_humano_maiores_notas	37922	maiores_notas	humano_maiores_notas	2.0	3.0	4.0	3.0	3.0	4.0	4.0	3.5	4.0	4.0	4.0	2.5	21.0	20.0	1.0	1.0
37924_humano_maiores_notas	37924	maiores_notas	humano_maiores_notas	4.0	2.5	4.0	4.0	4.0	4.0	5.0	4.5	4.0	4.5	5.0	4.0	26.0	23.5	2.5	2.5
37949_humano_menores_notas	37949	menores_notas	humano_menores_notas	2.5	2.5	4.0	0.0	4.0	2.0	4.0	2.5	4.0	2.5	4.0	1.5	22.5	11.0	11.5	11.5
37961_humano_maiores_notas	37961	maiores_notas	humano_maiores_notas	3.0	3.0	3.0	4.0	3.5	3.5	3.0	3.5	4.0	4.0	3.5	4.0	20.0	22.0	-2.0	2.0
37994_humano_menores_notas	37994	menores_notas	humano_menores_notas	4.0	1.0	2.0	1.0	4.0	1.0	4.0	1.5	5.0	3.0	4.0	3.5	23.0	11.0	12.0	12.0
37999_humano_menores_notas	37999	menores_notas	humano_menores_notas	2.0	0.0	4.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0	4.0	0.0	19.0	0.0	19.0	19.0
38002_humano_menores_notas	38002	menores_notas	humano_menores_notas	4.0	1.5	3.0	0.5	4.0	2.0	3.0	2.0	4.0	2.0	4.0	3.0	22.0	11.0	11.0	11.0
38020_humano_maiores_notas	38020	maiores_notas	humano_maiores_notas	3.0	3.0	4.0	4.0	3.0	3.0	4.0	3.5	3.0	3.5	3.0	3.5	20.0	20.5	-0.5	0.5
38036_humano_menores_notas	38036	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.0	3.0	2.0	3.0	2.5	2.0	2.5	2.0	0.0	12.0	8.5	3.5	3.5
38047_humano_maiores_notas	38047	maiores_notas	humano_maiores_notas	4.5	3.5	4.0	5.0	5.0	3.5	5.0	5.0	4.5	4.0	5.0	4.5	28.0	25.5	2.5	2.5
38061_humano_maiores_notas	38061	maiores_notas	humano_maiores_notas	3.0	3.0	0.0	3.5	4.0	3.5	3.0	3.0	3.0	3.5	3.0	3.0	16.0	19.5	-3.5	3.5
38080_humano_maiores_notas	38080	maiores_notas	humano_maiores_notas	3.5	2.5	4.0	4.0	4.0	3.5	4.0	3.5	4.5	3.0	5.0	4.0	25.0	20.5	4.5	4.5
38105_humano_maiores_notas	38105	maiores_notas	humano_maiores_notas	3.0	3.5	4.0	4.5	3.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	21.0	24.0	-3.0	3.0
38158_humano_menores_notas	38158	menores_notas	humano_menores_notas	2.5	2.0	2.5	0.0	3.5	1.5	3.5	3.5	3.5	1.5	3.5	0.5	19.0	9.0	10.0	10.0
38172_humano_menores_notas	38172	menores_notas	humano_menores_notas	3.5	0.0	1.5	0.0	4.0	0.0	4.0	0.0	3.0	0.0	3.0	0.0	19.0	0.0	19.0	19.0
38193_humano_menores_notas	38193	menores_notas	humano_menores_notas	2.0	2.5	3.0	0.0	3.0	2.5	4.0	3.0	3.0	2.0	2.0	1.0	17.0	11.0	6.0	6.0
38196_humano_menores_notas	38196	menores_notas	humano_menores_notas	2.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0	4.0	1.0	3.0	1.0	18.0	7.0	11.0	11.0
38204_humano_menores_notas	38204	menores_notas	humano_menores_notas	2.5	1.5	3.0	0.0	3.0	2.0	3.5	2.5	3.0	2.5	3.0	1.5	18.0	10.0	8.0	8.0
38226_humano_menores_notas	38226	menores_notas	humano_menores_notas	3.0	1.5	2.0	2.0	3.5	1.5	2.5	2.0	2.0	2.0	3.0	2.0	16.0	11.0	5.0	5.0
38236_humano_maiores_notas	38236	maiores_notas	humano_maiores_notas	4.0	2.0	4.0	4.0	4.0	3.5	4.0	3.5	5.0	3.5	4.0	4.0	25.0	20.5	4.5	4.5
38284_humano_menores_notas	38284	menores_notas	humano_menores_notas	3.5	1.5	4.0	0.0	3.5	1.5	4.5	2.5	4.0	2.5	4.0	2.0	23.5	10.0	13.5	13.5
38310_humano_menores_notas	38310	menores_notas	humano_menores_notas	2.0	0.5	1.0	0.0	3.0	1.0	4.0	1.5	3.0	1.0	3.0	2.0	16.0	6.0	10.0	10.0
38333_humano_maiores_notas	38333	maiores_notas	humano_maiores_notas	4.0	4.5	4.0	5.0	4.0	4.5	5.0	4.0	4.0	2.5	4.0	4.0	25.0	24.5	0.5	0.5
38340_humano_menores_notas	38340	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.5	3.0	1.5	3.0	3.0	2.0	2.0	2.0	2.0	12.0	10.5	1.5	1.5
38367_humano_maiores_notas	38367	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	3.0	4.5	3.0	5.0	4.0	4.0	3.0	4.0	4.0	25.5	20.0	5.5	5.5
38392_humano_maiores_notas	38392	maiores_notas	humano_maiores_notas	4.5	3.5	4.0	3.0	4.5	4.0	5.0	4.0	4.0	3.5	4.0	3.5	26.0	21.5	4.5	4.5
38395_humano_menores_notas	38395	menores_notas	humano_menores_notas	2.0	2.0	3.0	0.5	3.0	1.5	3.5	3.0	4.0	2.0	3.5	1.5	19.0	10.5	8.5	8.5
38406_humano_maiores_notas	38406	maiores_notas	humano_maiores_notas	3.5	2.5	3.0	4.5	4.0	3.0	5.0	3.5	5.0	3.0	4.0	4.5	24.5	21.0	3.5	3.5
38437_humano_maiores_notas	38437	maiores_notas	humano_maiores_notas	3.0	3.0	3.0	4.5	3.0	2.0	5.0	4.0	5.0	3.5	5.0	4.5	24.0	21.5	2.5	2.5
38439_humano_menores_notas	38439	menores_notas	humano_menores_notas	4.0	1.5	3.0	2.0	3.5	1.5	4.0	2.0	4.0	2.0	3.5	1.0	22.0	10.0	12.0	12.0
38445_humano_menores_notas	38445	menores_notas	humano_menores_notas	2.5	1.0	4.0	1.0	3.5	1.0	3.5	2.0	4.0	1.5	4.0	3.0	21.5	9.5	12.0	12.0
38451_humano_menores_notas	38451	menores_notas	humano_menores_notas	3.0	1.0	2.0	0.0	3.0	1.0	4.0	2.5	4.0	2.0	3.0	3.0	19.0	9.5	9.5	9.5
38469_humano_menores_notas	38469	menores_notas	humano_menores_notas	3.0	1.0	0.0	3.0	3.0	1.0	4.0	1.5	3.0	1.5	3.0	3.0	16.0	11.0	5.0	5.0
38475_humano_maiores_notas	38475	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	4.0	3.0	3.5	5.0	4.0	5.0	3.5	5.0	4.5	26.0	23.5	2.5	2.5
38493_humano_maiores_notas	38493	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	3.5	4.0	3.0	24.0	19.5	4.5	4.5
38495_humano_menores_notas	38495	menores_notas	humano_menores_notas	2.0	1.0	1.0	3.0	3.0	1.0	3.0	1.5	3.0	2.0	3.0	2.5	15.0	11.0	4.0	4.0
38499_humano_menores_notas	38499	menores_notas	humano_menores_notas	3.5	1.5	3.0	0.0	4.0	1.5	4.5	2.5	5.0	1.5	4.0	2.0	24.0	9.0	15.0	15.0
38506_humano_menores_notas	38506	menores_notas	humano_menores_notas	2.0	1.0	2.0	2.0	3.0	1.0	4.0	2.5	4.0	1.0	4.0	2.0	19.0	9.5	9.5	9.5
38536_humano_menores_notas	38536	menores_notas	humano_menores_notas	4.0	2.0	2.0	1.0	4.0	2.0	4.0	2.5	3.0	2.0	3.0	1.0	20.0	10.5	9.5	9.5
38555_humano_menores_notas	38555	menores_notas	humano_menores_notas	1.5	1.5	0.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	8.5	6.5	2.0	2.0
38562_humano_maiores_notas	38562	maiores_notas	humano_maiores_notas	3.0	1.5	4.0	5.0	4.0	3.0	5.0	3.5	5.0	4.0	4.0	3.0	25.0	20.0	5.0	5.0
38584_humano_maiores_notas	38584	maiores_notas	humano_maiores_notas	3.0	2.0	2.0	4.0	3.0	2.5	5.0	3.0	4.0	4.0	3.0	4.0	20.0	19.5	0.5	0.5
38612_humano_maiores_notas	38612	maiores_notas	humano_maiores_notas	4.5	2.5	4.0	3.5	4.5	2.5	4.0	3.5	4.0	4.0	4.0	4.0	25.0	20.0	5.0	5.0
38632_humano_menores_notas	38632	menores_notas	humano_menores_notas	2.0	1.5	4.0	1.5	3.0	1.0	3.0	1.5	3.0	1.5	3.0	2.5	18.0	9.5	8.5	8.5
38637_humano_menores_notas	38637	menores_notas	humano_menores_notas	2.5	2.0	1.0	0.5	3.0	2.0	3.0	2.5	2.0	2.0	2.0	1.5	13.5	10.5	3.0	3.0
38641_humano_maiores_notas	38641	maiores_notas	humano_maiores_notas	3.0	3.5	2.0	4.5	4.0	2.5	4.0	4.0	4.0	4.0	3.0	2.5	20.0	21.0	-1.0	1.0
38670_humano_menores_notas	38670	menores_notas	humano_menores_notas	3.5	1.5	4.0	0.0	4.0	1.0	4.5	2.5	5.0	1.5	4.0	4.0	25.0	10.5	14.5	14.5
38672_humano_maiores_notas	38672	maiores_notas	humano_maiores_notas	4.0	3.5	3.0	2.5	3.5	3.5	4.0	3.5	4.0	3.5	3.5	3.5	22.0	20.0	2.0	2.0
38674_humano_menores_notas	38674	menores_notas	humano_menores_notas	2.0	1.0	1.0	4.0	3.0	1.0	3.0	1.5	2.0	1.0	2.0	2.0	13.0	10.5	2.5	2.5
38677_humano_menores_notas	38677	menores_notas	humano_menores_notas	2.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0	2.0	0.0	13.0	0.0	13.0	13.0
38742_humano_maiores_notas	38742	maiores_notas	humano_maiores_notas	3.0	4.0	4.0	4.5	3.0	3.5	4.0	3.5	4.0	4.0	4.0	2.5	22.0	22.0	0.0	0.0
38764_humano_menores_notas	38764	menores_notas	humano_menores_notas	2.5	2.0	0.0	0.5	3.0	1.5	3.0	2.0	2.0	2.0	2.0	1.0	12.5	9.0	3.5	3.5
38784_humano_maiores_notas	38784	maiores_notas	humano_maiores_notas	4.0	3.0	3.0	4.5	4.0	3.0	4.0	2.5	4.0	3.0	4.0	4.5	23.0	20.5	2.5	2.5
38786_humano_menores_notas	38786	menores_notas	humano_menores_notas	2.5	1.5	0.0	2.0	3.0	1.5	3.0	2.0	2.0	1.5	2.0	1.0	12.5	9.5	3.0	3.0
38794_humano_menores_notas	38794	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.0	3.0	1.0	3.0	1.5	3.0	2.0	3.0	1.0	14.0	7.0	7.0	7.0
38845_humano_maiores_notas	38845	maiores_notas	humano_maiores_notas	3.5	1.5	2.5	2.5	4.0	4.0	5.0	4.5	4.0	4.5	4.0	4.0	23.0	21.0	2.0	2.0
38848_humano_maiores_notas	38848	maiores_notas	humano_maiores_notas	3.0	5.0	2.0	3.0	3.5	4.0	4.0	4.0	3.5	3.0	4.0	2.0	20.0	21.0	-1.0	1.0
38891_humano_menores_notas	38891	menores_notas	humano_menores_notas	3.0	2.0	0.0	0.5	4.0	2.0	4.0	2.0	3.0	2.5	3.0	2.0	17.0	11.0	6.0	6.0
38917_humano_menores_notas	38917	menores_notas	humano_menores_notas	2.0	2.0	0.0	1.0	3.0	2.0	3.0	1.5	3.0	0.5	2.0	1.0	13.0	8.0	5.0	5.0
38928_humano_menores_notas	38928	menores_notas	humano_menores_notas	3.0	0.5	2.0	1.0	4.0	1.5	4.0	2.0	3.0	2.0	3.0	0.0	19.0	7.0	12.0	12.0
38957_humano_menores_notas	38957	menores_notas	humano_menores_notas	3.0	2.0	0.0	0.0	3.0	1.5	3.0	1.5	2.0	2.0	2.0	0.0	13.0	7.0	6.0	6.0
38958_humano_maiores_notas	38958	maiores_notas	humano_maiores_notas	4.0	2.5	4.0	4.5	4.0	4.0	5.0	3.5	5.0	3.5	3.0	4.5	25.0	22.5	2.5	2.5
38970_humano_menores_notas	38970	menores_notas	humano_menores_notas	3.5	1.5	3.0	0.0	3.0	2.0	4.0	2.5	4.0	2.0	3.5	1.0	21.0	9.0	12.0	12.0
39063_humano_menores_notas	39063	menores_notas	humano_menores_notas	2.0	1.5	1.0	2.0	3.0	1.5	3.0	1.5	3.0	2.0	2.0	2.0	14.0	10.5	3.5	3.5
39065_humano_menores_notas	39065	menores_notas	humano_menores_notas	2.0	2.0	0.0	0.0	3.0	2.5	3.0	2.0	2.0	2.0	1.0	1.0	11.0	9.5	1.5	1.5
39108_humano_maiores_notas	39108	maiores_notas	humano_maiores_notas	4.0	3.5	3.0	1.5	4.0	3.5	4.0	3.5	4.0	4.0	4.0	4.0	23.0	20.0	3.0	3.0
39124_humano_menores_notas	39124	menores_notas	humano_menores_notas	4.0	0.0	1.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0	3.0	0.0	20.0	0.0	20.0	20.0
39131_humano_maiores_notas	39131	maiores_notas	humano_maiores_notas	4.0	3.0	5.0	4.0	4.0	3.0	5.0	3.5	5.0	3.0	5.0	4.0	28.0	20.5	7.5	7.5
39164_humano_menores_notas	39164	menores_notas	humano_menores_notas	1.0	0.5	2.0	1.5	2.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0	12.0	6.0	6.0	6.0
39227_humano_maiores_notas	39227	maiores_notas	humano_maiores_notas	4.5	3.5	4.0	3.0	4.5	3.5	5.0	3.5	4.0	3.0	4.0	3.5	26.0	20.0	6.0	6.0
39244_humano_maiores_notas	39244	maiores_notas	humano_maiores_notas	2.0	2.5	0.0	4.0	3.0	2.5	4.0	3.5	3.0	3.0	2.0	4.0	14.0	19.5	-5.5	5.5
39298_humano_maiores_notas	39298	maiores_notas	humano_maiores_notas	4.5	3.0	4.0	4.5	4.5	3.0	5.0	4.0	4.0	3.0	4.0	2.0	26.0	19.5	6.5	6.5
39302_humano_menores_notas	39302	menores_notas	humano_menores_notas	3.0	1.0	0.0	2.5	4.0	1.0	4.0	2.5	4.0	1.5	3.0	2.0	18.0	10.5	7.5	7.5
39305_humano_maiores_notas	39305	maiores_notas	humano_maiores_notas	4.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	2.0	21.0	22.0	-1.0	1.0
39349_humano_menores_notas	39349	menores_notas	humano_menores_notas	2.0	1.0	4.0	2.0	3.0	1.5	4.0	2.0	5.0	1.5	4.0	3.0	22.0	11.0	11.0	11.0
39379_humano_menores_notas	39379	menores_notas	humano_menores_notas	2.0	1.5	0.0	1.0	3.0	2.0	3.0	2.5	2.0	2.0	1.0	0.5	11.0	9.5	1.5	1.5
39436_humano_menores_notas	39436	menores_notas	humano_menores_notas	2.5	1.0	3.0	2.0	3.5	1.0	4.0	2.0	4.5	1.0	4.0	3.0	21.5	10.0	11.5	11.5
39446_humano_menores_notas	39446	menores_notas	humano_menores_notas	1.0	1.0	2.0	0.5	3.0	1.5	3.0	1.5	4.0	1.5	3.0	2.0	16.0	8.0	8.0	8.0
39465_humano_maiores_notas	39465	maiores_notas	humano_maiores_notas	4.0	3.5	4.0	3.5	4.0	3.5	4.0	4.0	5.0	3.5	4.0	4.5	25.0	22.5	2.5	2.5
39493_humano_menores_notas	39493	menores_notas	humano_menores_notas	2.0	1.0	4.0	2.0	2.0	1.0	2.0	1.5	3.0	2.0	3.0	2.5	16.0	10.0	6.0	6.0
39502_humano_menores_notas	39502	menores_notas	humano_menores_notas	2.0	1.5	2.0	3.0	3.0	1.5	4.0	2.5	4.0	2.0	3.0	0.0	18.0	10.5	7.5	7.5
39509_humano_maiores_notas	39509	maiores_notas	humano_maiores_notas	4.5	2.5	4.5	4.5	5.0	3.0	5.0	4.5	4.5	4.0	5.0	4.0	28.5	22.5	6.0	6.0
39516_humano_menores_notas	39516	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.5	3.0	1.5	2.0	1.5	2.0	1.5	1.0	2.0	10.0	8.5	1.5	1.5
39561_humano_maiores_notas	39561	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	4.0	4.0	4.0	4.5	4.0	5.0	4.0	4.5	4.5	26.0	24.5	1.5	1.5
39585_humano_maiores_notas	39585	maiores_notas	humano_maiores_notas	4.0	3.5	4.0	5.0	4.5	3.5	4.5	3.5	5.0	3.5	4.0	4.0	26.0	23.0	3.0	3.0
39608_humano_maiores_notas	39608	maiores_notas	humano_maiores_notas	4.5	4.0	3.0	4.0	4.5	4.0	5.0	4.5	4.0	4.0	4.0	5.0	25.0	25.5	-0.5	0.5
39614_humano_maiores_notas	39614	maiores_notas	humano_maiores_notas	3.0	3.0	2.0	3.0	3.0	3.0	4.0	3.5	3.0	3.0	4.0	4.0	19.0	19.5	-0.5	0.5
39615_humano_menores_notas	39615	menores_notas	humano_menores_notas	3.0	2.0	2.0	2.0	4.0	2.0	4.0	2.0	4.0	2.0	4.0	1.0	21.0	11.0	10.0	10.0
39635_humano_maiores_notas	39635	maiores_notas	humano_maiores_notas	4.0	2.5	4.0	5.0	3.5	2.5	5.0	4.5	4.0	3.0	5.0	3.0	25.5	20.5	5.0	5.0
39648_humano_menores_notas	39648	menores_notas	humano_menores_notas	2.0	1.0	1.0	2.0	2.0	1.0	3.0	1.5	2.0	2.0	3.0	3.0	13.0	10.5	2.5	2.5
39650_humano_maiores_notas	39650	maiores_notas	humano_maiores_notas	5.0	3.0	4.0	4.5	4.5	3.0	4.5	3.5	4.5	3.0	4.5	4.5	27.0	21.5	5.5	5.5
39663_humano_maiores_notas	39663	maiores_notas	humano_maiores_notas	3.5	3.0	4.0	5.0	3.5	3.0	4.0	2.5	4.0	2.5	5.0	4.0	24.0	20.0	4.0	4.0
39684_humano_maiores_notas	39684	maiores_notas	humano_maiores_notas	4.5	4.5	4.0	3.0	4.0	3.5	5.0	3.5	5.0	2.5	4.0	3.5	26.5	20.5	6.0	6.0
39695_humano_menores_notas	39695	menores_notas	humano_menores_notas	3.5	2.0	3.5	1.0	4.0	2.0	4.0	2.0	4.0	2.0	3.5	1.5	22.5	10.5	12.0	12.0
39701_humano_menores_notas	39701	menores_notas	humano_menores_notas	2.0	1.0	4.0	2.0	3.0	1.0	4.0	2.5	5.0	1.5	4.0	3.0	22.0	11.0	11.0	11.0
39715_humano_maiores_notas	39715	maiores_notas	humano_maiores_notas	3.0	4.0	3.0	3.0	3.0	3.5	4.0	3.0	4.0	3.5	4.0	4.5	21.0	21.5	-0.5	0.5
39716_humano_maiores_notas	39716	maiores_notas	humano_maiores_notas	3.0	3.5	3.0	3.5	4.0	3.0	4.0	3.5	5.0	3.0	4.0	3.0	23.0	19.5	3.5	3.5
39722_humano_menores_notas	39722	menores_notas	humano_menores_notas	3.5	1.0	3.0	2.0	4.0	1.0	4.5	2.0	5.0	1.0	4.5	3.0	24.5	10.0	14.5	14.5
39727_humano_menores_notas	39727	menores_notas	humano_menores_notas	2.0	1.0	1.0	1.0	3.0	1.0	3.0	1.5	3.0	1.0	3.0	4.0	15.0	9.5	5.5	5.5
39786_humano_menores_notas	39786	menores_notas	humano_menores_notas	2.0	1.0	3.0	1.5	3.0	2.0	4.0	2.5	5.0	2.0	4.0	1.0	21.0	10.0	11.0	11.0
39810_humano_maiores_notas	39810	maiores_notas	humano_maiores_notas	2.5	3.0	3.0	2.5	3.5	3.5	4.0	3.5	5.0	4.0	4.0	4.0	22.0	20.5	1.5	1.5
39833_humano_menores_notas	39833	menores_notas	humano_menores_notas	3.0	1.5	1.0	1.0	3.0	2.0	4.0	2.0	2.0	1.5	2.0	1.5	15.0	9.5	5.5	5.5
39896_humano_maiores_notas	39896	maiores_notas	humano_maiores_notas	4.0	3.5	3.0	5.0	5.0	4.0	4.5	4.5	4.0	4.0	4.0	5.0	24.5	26.0	-1.5	1.5
39912_humano_menores_notas	39912	menores_notas	humano_menores_notas	2.5	1.0	2.0	2.0	3.0	1.0	3.0	1.5	5.0	2.0	4.0	2.5	19.5	10.0	9.5	9.5
39914_humano_menores_notas	39914	menores_notas	humano_menores_notas	3.0	1.5	3.0	0.5	4.0	1.0	3.5	2.0	3.5	2.5	3.5	0.5	20.5	8.0	12.5	12.5
39956_humano_menores_notas	39956	menores_notas	humano_menores_notas	2.0	1.0	2.0	0.0	3.0	1.0	4.0	2.0	3.0	2.5	3.0	3.0	17.0	9.5	7.5	7.5
39985_humano_menores_notas	39985	menores_notas	humano_menores_notas	3.0	3.0	0.0	0.0	3.0	2.0	3.0	2.5	3.0	2.0	3.0	0.5	15.0	10.0	5.0	5.0
39989_humano_maiores_notas	39989	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	4.5	4.5	3.0	5.0	4.0	4.0	4.0	5.0	4.0	26.5	22.5	4.0	4.0
40004_humano_maiores_notas	40004	maiores_notas	humano_maiores_notas	3.0	2.0	4.0	4.5	4.0	3.0	4.0	4.0	4.0	5.0	3.5	2.0	22.5	20.5	2.0	2.0
40013_humano_maiores_notas	40013	maiores_notas	humano_maiores_notas	4.0	4.0	3.0	3.5	4.0	3.5	4.5	3.5	3.5	3.5	4.0	3.0	23.0	21.0	2.0	2.0
40021_humano_maiores_notas	40021	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	5.0	4.5	3.5	5.0	4.5	5.0	3.5	5.0	4.0	27.5	23.5	4.0	4.0
40024_humano_maiores_notas	40024	maiores_notas	humano_maiores_notas	3.5	4.5	2.0	1.0	3.0	4.0	5.0	4.5	4.0	4.5	4.0	4.0	21.5	22.5	-1.0	1.0
40060_humano_maiores_notas	40060	maiores_notas	humano_maiores_notas	4.0	3.5	2.0	3.5	3.5	4.0	4.5	4.0	4.0	3.5	4.0	3.5	22.0	22.0	0.0	0.0
40126_humano_menores_notas	40126	menores_notas	humano_menores_notas	2.5	3.0	2.0	0.0	3.0	2.0	3.5	3.0	3.0	2.0	3.0	1.0	17.0	11.0	6.0	6.0
40127_humano_maiores_notas	40127	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	4.5	24.0	27.5	-3.5	3.5
40130_humano_maiores_notas	40130	maiores_notas	humano_maiores_notas	4.0	3.5	2.0	3.5	4.0	3.5	4.0	3.5	4.0	3.0	3.0	3.5	21.0	20.5	0.5	0.5
40134_humano_maiores_notas	40134	maiores_notas	humano_maiores_notas	4.0	4.0	4.0	4.0	4.0	4.0	4.5	3.5	5.0	4.5	4.5	4.0	26.0	24.0	2.0	2.0
40140_humano_maiores_notas	40140	maiores_notas	humano_maiores_notas	4.5	4.5	5.0	4.0	4.0	4.5	5.0	4.5	5.0	4.0	5.0	4.0	28.5	25.5	3.0	3.0
40173_humano_maiores_notas	40173	maiores_notas	humano_maiores_notas	4.0	4.0	0.0	2.0	4.0	4.0	4.0	3.5	4.0	4.0	2.0	4.5	18.0	22.0	-4.0	4.0
40256_humano_menores_notas	40256	menores_notas	humano_menores_notas	3.0	1.5	0.0	4.0	4.0	1.0	3.0	1.5	2.0	2.0	3.0	0.0	15.0	10.0	5.0	5.0
40270_humano_menores_notas	40270	menores_notas	humano_menores_notas	2.0	1.0	1.0	1.0	3.0	1.0	3.0	2.0	3.0	1.0	2.0	3.0	14.0	9.0	5.0	5.0
40286_humano_maiores_notas	40286	maiores_notas	humano_maiores_notas	4.5	5.0	5.0	5.0	4.5	4.0	5.0	4.0	4.5	2.0	5.0	3.0	28.5	23.0	5.5	5.5
40289_humano_maiores_notas	40289	maiores_notas	humano_maiores_notas	4.0	3.5	3.0	3.5	4.0	3.5	4.0	3.0	3.0	3.5	4.0	3.0	22.0	20.0	2.0	2.0
40297_humano_maiores_notas	40297	maiores_notas	humano_maiores_notas	4.0	2.0	3.0	3.5	4.0	4.5	4.0	2.5	4.0	4.5	4.0	4.5	23.0	21.5	1.5	1.5
40362_humano_menores_notas	40362	menores_notas	humano_menores_notas	3.0	1.0	2.0	3.5	4.0	1.0	2.5	1.0	4.0	1.5	3.5	2.0	19.0	10.0	9.0	9.0
40368_humano_menores_notas	40368	menores_notas	humano_menores_notas	2.5	1.0	0.0	0.0	3.0	1.0	3.5	3.0	2.5	1.0	3.0	2.0	14.5	8.0	6.5	6.5
40426_humano_menores_notas	40426	menores_notas	humano_menores_notas	2.0	0.0	4.0	0.0	3.0	0.0	2.0	0.0	4.0	0.0	3.0	0.0	18.0	0.0	18.0	18.0
40429_humano_maiores_notas	40429	maiores_notas	humano_maiores_notas	2.0	2.0	4.0	5.0	3.0	3.0	4.0	4.5	5.0	4.0	4.0	4.0	22.0	22.5	-0.5	0.5
40449_humano_maiores_notas	40449	maiores_notas	humano_maiores_notas	4.0	3.5	4.5	4.0	4.5	3.5	5.0	3.5	5.0	3.5	5.0	2.5	28.0	20.5	7.5	7.5
40461_humano_menores_notas	40461	menores_notas	humano_menores_notas	3.0	2.5	0.0	0.0	4.0	2.0	4.0	3.0	3.0	2.5	3.0	1.0	17.0	11.0	6.0	6.0
40496_humano_menores_notas	40496	menores_notas	humano_menores_notas	2.0	1.0	2.0	1.0	3.0	1.0	3.0	1.5	4.0	1.0	3.0	1.5	17.0	7.0	10.0	10.0
40523_humano_menores_notas	40523	menores_notas	humano_menores_notas	2.0	1.0	3.0	0.0	3.0	1.0	4.0	2.5	5.0	2.0	4.0	3.5	21.0	10.0	11.0	11.0
40548_humano_maiores_notas	40548	maiores_notas	humano_maiores_notas	3.5	4.0	1.5	4.0	4.0	4.0	3.0	3.5	4.0	4.0	3.0	4.0	19.0	23.5	-4.5	4.5
40580_humano_maiores_notas	40580	maiores_notas	humano_maiores_notas	4.0	3.5	4.0	4.5	4.0	3.5	5.0	4.0	4.0	3.5	4.0	3.0	25.0	22.0	3.0	3.0
40615_humano_maiores_notas	40615	maiores_notas	humano_maiores_notas	4.0	3.0	2.0	4.0	4.0	3.5	4.0	4.0	4.0	3.0	4.0	4.0	22.0	21.5	0.5	0.5
40617_humano_menores_notas	40617	menores_notas	humano_menores_notas	3.0	1.0	3.0	2.0	3.5	1.0	3.5	2.0	4.0	1.5	3.5	3.0	20.5	10.5	10.0	10.0
40621_humano_maiores_notas	40621	maiores_notas	humano_maiores_notas	4.0	5.0	4.0	4.0	4.0	4.5	4.5	5.0	5.0	5.0	5.0	3.0	26.5	26.5	0.0	0.0
40663_humano_maiores_notas	40663	maiores_notas	humano_maiores_notas	2.5	2.5	1.0	3.0	3.0	4.0	4.0	4.0	3.5	3.0	4.0	3.0	18.0	19.5	-1.5	1.5
40676_humano_maiores_notas	40676	maiores_notas	humano_maiores_notas	3.5	4.5	3.0	4.0	3.0	4.0	4.0	4.5	3.0	4.0	4.0	3.0	20.5	24.0	-3.5	3.5
40688_humano_menores_notas	40688	menores_notas	humano_menores_notas	2.5	1.0	0.0	1.0	3.0	2.5	4.0	2.5	3.0	2.0	2.0	0.5	14.5	9.5	5.0	5.0
40690_humano_menores_notas	40690	menores_notas	humano_menores_notas	2.0	1.0	4.0	3.0	3.0	1.0	4.0	2.0	4.0	1.0	4.0	2.0	21.0	10.0	11.0	11.0
40697_humano_maiores_notas	40697	maiores_notas	humano_maiores_notas	5.0	3.5	3.0	3.0	5.0	3.5	5.0	3.5	4.0	3.5	4.0	3.5	26.0	20.5	5.5	5.5
40710_humano_maiores_notas	40710	maiores_notas	humano_maiores_notas	3.0	3.0	4.0	4.0	3.0	3.0	4.0	3.5	4.0	3.0	4.0	3.5	22.0	20.0	2.0	2.0
